path,type,created_commit_context,status,current_superseded,scientific_authority_role,reproducibility_role,recommendation,sha256,size
05_src/traffic_simulation/r23_qaoa_aer/initialization.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,8fdac4a5f110e1890bf2cabcfcfd6cf257897eaeae1f45a5aa50228b27872188,1507
05_src/traffic_simulation/r23_qaoa_aer/metrics.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,76cd7e838eeb7817f0bc5021299ad27ce8c6d70b1735280026918840704667e8,4055
05_src/traffic_simulation/r23_qaoa_aer/optimized_metrics_v4.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,1ea9d3cb0efeb6df3c7ef57f6d89541388d0089d1f58361254d284b3fcbdc187,5968
05_src/traffic_simulation/r23_qaoa_aer/optimizers.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,7fcbdf1f0572712f277e4afccef6c30ac3dedff8a7e1f3c6f27c40b6396ef710,3605
05_src/traffic_simulation/r23_qaoa_aer/qaoa.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,89097d258d1422a196818e194fafdbf406b06a6abc94b30f6c27eeffbecbb8d7,21353
05_src/traffic_simulation/r23_qaoa_aer/schema.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,0b9e74c7dcf5ede92e295cee6344dd45044923a7c56ccc56dd28826c721c19d5,17604
05_src/traffic_simulation/specifications/R20_QAOA_SUBPROBLEM_SPEC.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,afe7a8d656d5c41685daf03a8b733881228c9ef8a83ef20fba78e7fd00992890,58235
05_src/traffic_simulation/specifications/R23_EXPERIMENT_B_DESIGN_V1.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,4c53d4af1e2ca16d4dddc6c5e04675ae338e4f78759f64090ae4c9b210dd74f4,5715
05_src/traffic_simulation/specifications/R23_FORMAL_EXPERIMENT_DESIGN_V1.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,6726406a7d3ae01971547994763b56f67bc0b6379ef856b35c10282aa807d1b0,3084
05_src/traffic_simulation/specifications/R23_I03_VALIDATION_GATE_CONTRACT.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,6a70acd2b55facd19176d53a45da3e51b6105e727af9a5053e73f2b59a67d137,4392
05_src/traffic_simulation/specifications/R23_IMPLEMENTATION_CONTRACT.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,0fc3fb50d2baf5dc6d6782f11eeda983d7400d662cb36dda752005fd6d1d2630,4514
05_src/traffic_simulation/specifications/R23_REDUCED_PROBLEM_CANONICAL.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,51c1e41982cb211eddff60d6f0086ce7b828477fd47b5830df4f79fd753ee821,4429
05_src/traffic_simulation/specifications/R23_RUNTIME_REMEDIATION_CONTRACT.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,3a6159718a459e8c2d97e789f283d18c28e8c515e5decc988142e5d6426fae44,6385
05_src/traffic_simulation/specifications/README.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,86c9433d8bdb1f692654e5fe6033729e5929b6762635c7cfef25c6d58e0524a4,2135
05_src/traffic_simulation/specifications/ROUTING_BASELINE_CANONICAL.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,9eb9966d922a0164d94cd0e4c1c1b805d172bb429c1efcd93d50d721d67f1260,2914
05_src/traffic_simulation/validation/r23_evidence_gate.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,02c31471aedb86ee92b22ffa876ae5525964765923b40b869225161ad689de6a,23063
05_src/traffic_simulation/validation/r23_lineage_gate.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,a12d8bf8610125374388e65eaba3b06cb7e432e148519c2a8bc8e8c37ebf5f57,2241
05_src/traffic_simulation/validation/r23_validation_gate.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,8eea6f4c0067c463ad3244083ceeeae6d68e90e4afbc50dd215a4a8c0a3323ef,2310
05_src/traffic_simulation/validation/test_r23_experiment_b_implementation.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,f6af9bb0bbaef6f672162f31168f0fcd48c6286cfe48b46766fb36c0d7fb1b97,5304
05_src/traffic_simulation/validation/test_r23_formal_instance_loader.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,123067f5fd953e5025cc98aa36e7cad26b11c03ff1cba345378682cea504bc39,1877
05_src/traffic_simulation/validation/test_r23_implementation_contract.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,f5517b5ae45d457990a5b89ce1a0b276dfc27da4f82cff5121a1b83be8822080,5838
05_src/traffic_simulation/validation/test_r23_optimized_metrics_v4_contract.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,2662a5a88a0ff9cde03f0f8af5b756b6dcd03eaccaf80f4f9fbf7f511d0adac1,1712
05_src/traffic_simulation/validation/test_r23_qaoa_aer.py,.py,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,f3c5cb802402e567235d14117ca2556e3dcf4469a42f75e2c0b0246f9f1b904d,4556
05_src/traffic_simulation/visualization/README.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,a5cb7b8e8b0144ef23c2a056614ff89d309ed3b04ac7c881a27252136f042348,33389
20260903_20260903_RESEARCH_OVERVIEW.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,7d3345cacce060fff031ab6377422847ee78c84441d5f155cd2deaa1c29692f2,27762
EVRP_EXECUTION_PLAN.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,3586ce9bf7030e64b419e79526135f089f022741cd882a32d27cdc0920a21be0,274840
README.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,18212fbd69d7ff5bc0c5d076faf48f1e4daea8b2d774a2b7389db28212075ed5,31315
README_v2.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,RETAINED_AS_HISTORICAL_EVIDENCE,superseded historical overview,"historical overview, not current authority",retain current source/definitions/input/status,ARCHIVE,1fd99cc2b7d00216302696d26a072ac29605b42ecbc1839159dd040607b45f85,77713
RESEARCH_OVERVIEW.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,9b0bbe32204fda11c3f5a70ca3c492086bec23d384d62bfa4b1edfd1a4532229,2533
RESEARCH_PIPELINE_REFERENCE.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,ba5d3be89075039a5cecc38cd3c59182e9fa860e9e831e2e4ae3cd36b2fabd10,97185
RESEARCH_STATUS.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,8fe00be3e300f24b1a337e67977807f12d3ef3bd72076cf93c5c2a9b246ec103,6970
reproducibility/README.md,.md,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,2a33384a4ab8140c507ede43e54f906ce0184d60dac15add91dd1215925d79a9,1693
reproducibility/config/traffic_simulation/r20_formal_penalty/20260911_r20_formal_lambda_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,8f6f3b8feeeb85b556dc6fb23478fa5ef529bfac2ac4beb68c2d2bc7ff62bf95,3570
reproducibility/config/traffic_simulation/r23_experiment_b/20260911_experiment_b_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,f14ce583419bee74964d1445f3cbc182da8bc8c482083992625396d7ab1b45ed,11700
reproducibility/config/traffic_simulation/r23_experiment_b_amendments/20260911_nelder_mead_settings_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,bf6acf30ccd04615237dbdac9dba14b707d8b59f70514960597d04ec09e371fd,3731
reproducibility/config/traffic_simulation/r23_formal_experiment/20260911_r23_formal_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,9259b8c9e5b872f3f59a7a53b7bae07e053c9d1644573cfd1ead30668253805c,12536
reproducibility/config/traffic_simulation/r23_formal_experiment_amendments/20260911_corrective_completion_authorization_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,60e57854ef93ddb93982ee6a5c21bd9f97378bd4e312ad56cd67b5e9bc825125,2130
reproducibility/config/traffic_simulation/r23_formal_experiment_amendments/20260911_wall_time_policy_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,1cccff923d0da811776909a54a752cdc978b03004091151d6a9d5a5b825b484e,7546
reproducibility/config/traffic_simulation/r23_formal_instances/20260911_r23_formal_instances_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,18dde59308b796e00dade87152ae52421a30ae7b18a11dd6be45ef1840c65381,37893
reproducibility/config/traffic_simulation/r23_pilot_configuration/20260910_r23_reduced_pilot_v1.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,5729bca462fd68bbf4f6ab6b3f5b24412086bb757fe6ce17c35730149915b79d,9054
reproducibility/config/traffic_simulation/research_stage.yml,.yml,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,f857323628248018e84a3d284bccbc721b286c137841c1d893b287f5dab8ec5b,6027
reproducibility/config/traffic_simulation/schemas/r23_formal_manifest.schema.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,adc4996d104963fb43bb77be8a9a3e728896a22a5e713f9691145131477a05f2,2049
reproducibility/indexes/research_repository_index_v17.yml,.yml,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,981a28bc40689835940b93d13e6dd6900d2f39053b38b1be1ec623803b614c87,8769
reproducibility/outputs/traffic_simulation/demand/evrp_r13_routing/20260909_r13_routing_fixture_n10_v18_geometry_reaccepted/routing_arcs.csv,.csv,local retained artifact at starting HEAD; original manifests supply creation lineage,CURRENT_OR_SUPPORTING,current/supporting,"canonical definition, implementation/supporting input, or accepted closure/current status",retain current source/definitions/input/status,KEEP_ACTIVE,29c1a68a71838bb44629cbf4bf7230a0492e9484c0a97d0c2fb2e370f2ca2ec1,322310
reproducibility/outputs/traffic_simulation/r23_environment_validation/20260911_frozen_existing_env/environment_validation.json,.json,local retained artifact at starting HEAD; original manifests supply creation lineage,RETAINED_AS_HISTORICAL_EVIDENCE,superseded process or archived supporting evidence,immutable supporting scientific/audit evidence; current authority is R23_STATUS,"retain original bytes, manifests, raw outputs, negative fixtures, historical path metadata",ARCHIVE,14ba4448add16de4f0ae7d7225b4065b91dbf544fdc017cb4273e538b73999cf,5954
reproducibility/outputs/traffic_simulation/r23_environment_validation/20260911_frozen_existing_env/manifest.json,.json,local retained artifact at starting HEAD; original manifests supply creation lineage,RETAINED_AS_HISTORICAL_EVIDENCE,superseded process or archived supporting evidence,immutable supporting scientific/audit evidence; current authority is R23_STATUS,"retain original bytes, manifests, raw outputs, negative fixtures, historical path metadata",ARCHIVE,61ddc212e480cf29451a5711a7d51bfc47e910f755e181b55c2fea8474292c37,1517
reproducibility/outputs/traffic_simulation/r23_experiment_b1/20260911_v1/b1_summary.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,RETAINED_AS_HISTORICAL_EVIDENCE,superseded process or archived supporting evidence,immutable supporting scientific/audit evidence; current authority is R23_STATUS,"retain original bytes, manifests, raw outputs, negative fixtures, historical path metadata",ARCHIVE,3e415c7e38baafd53c468e22299eea1487d6ea6e6e8320943cb33a200207ad92,595
reproducibility/outputs/traffic_simulation/r23_experiment_b1/20260911_v1/execution_preflight.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,RETAINED_AS_HISTORICAL_EVIDENCE,superseded process or archived supporting evidence,immutable supporting scientific/audit evidence; current authority is R23_STATUS,"retain original bytes, manifests, raw outputs, negative fixtures, historical path metadata",ARCHIVE,2d351290df7a1ae31755a71d1663a79a8a8a357c41bd27ba0413de76b89a515c,4045
reproducibility/outputs/traffic_simulation/r23_experiment_b1/20260911_v1/initialization_robustness_summary.json,.json,present at 64b9ee1e687273896570713f1e28ed10a788c39f; tracked,RETAINED_AS_HISTORICAL_EVIDENCE,superseded process or archived supporting evidence,immutable supporting scientific/audit evidence; current authority is R23_STATUS,"retain original bytes, manifests, raw outputs, negative fixtures, historical path metadata",ARCHIVE,eba6b20f88e65e14efcf4ee0e934005eceef5f4e74dec26798c976cb94fd73ba,288
