old_path,new_path,old_relative_path,new_relative_path,number,date,version,reason,status
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_codecs.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/959_20260711_codecs_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_codecs.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/959_20260711_codecs_meta.json,959,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_collections_abc.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/960_20260711_collections_abc_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_collections_abc.data.json,99_quarantine/unused_generated/mypy_cache/3.11/960_20260711_collections_abc_data.json,960,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_collections_abc.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/961_20260711_collections_abc_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_collections_abc.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/961_20260711_collections_abc_meta.json,961,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_csv.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/962_20260711_csv_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_csv.data.json,99_quarantine/unused_generated/mypy_cache/3.11/962_20260711_csv_data.json,962,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_csv.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/963_20260711_csv_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_csv.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/963_20260711_csv_meta.json,963,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_ctypes.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/964_20260711_ctypes_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_ctypes.data.json,99_quarantine/unused_generated/mypy_cache/3.11/964_20260711_ctypes_data.json,964,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_ctypes.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/965_20260711_ctypes_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_ctypes.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/965_20260711_ctypes_meta.json,965,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_decimal.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/966_20260711_decimal_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_decimal.data.json,99_quarantine/unused_generated/mypy_cache/3.11/966_20260711_decimal_data.json,966,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_decimal.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/967_20260711_decimal_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_decimal.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/967_20260711_decimal_meta.json,967,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_operator.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/968_20260711_operator_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_operator.data.json,99_quarantine/unused_generated/mypy_cache/3.11/968_20260711_operator_data.json,968,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_operator.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/969_20260711_operator_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_operator.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/969_20260711_operator_meta.json,969,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_random.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/970_20260711_random_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_random.data.json,99_quarantine/unused_generated/mypy_cache/3.11/970_20260711_random_data.json,970,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_random.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/971_20260711_random_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_random.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/971_20260711_random_meta.json,971,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_socket.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/972_20260711_socket_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_socket.data.json,99_quarantine/unused_generated/mypy_cache/3.11/972_20260711_socket_data.json,972,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_socket.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/973_20260711_socket_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_socket.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/973_20260711_socket_meta.json,973,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_stat.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/974_20260711_stat_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_stat.data.json,99_quarantine/unused_generated/mypy_cache/3.11/974_20260711_stat_data.json,974,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_stat.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/975_20260711_stat_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_stat.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/975_20260711_stat_meta.json,975,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_thread.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/976_20260711_thread_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_thread.data.json,99_quarantine/unused_generated/mypy_cache/3.11/976_20260711_thread_data.json,976,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_thread.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/977_20260711_thread_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_thread.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/977_20260711_thread_meta.json,977,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/__init__.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/978_20260711_init_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/__init__.data.json,99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/978_20260711_init_data.json,978,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/__init__.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/979_20260711_init_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/__init__.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_typeshed/979_20260711_init_meta.json,979,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_warnings.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/980_20260711_warnings_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_warnings.data.json,99_quarantine/unused_generated/mypy_cache/3.11/980_20260711_warnings_data.json,980,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_warnings.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/981_20260711_warnings_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_warnings.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/981_20260711_warnings_meta.json,981,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_weakref.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/982_20260711_weakref_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_weakref.data.json,99_quarantine/unused_generated/mypy_cache/3.11/982_20260711_weakref_data.json,982,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_weakref.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/983_20260711_weakref_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_weakref.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/983_20260711_weakref_meta.json,983,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_weakrefset.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/984_20260711_weakrefset_data.json,99_quarantine/unused_generated/mypy_cache/3.11/_weakrefset.data.json,99_quarantine/unused_generated/mypy_cache/3.11/984_20260711_weakrefset_data.json,984,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/_weakrefset.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/985_20260711_weakrefset_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/_weakrefset.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/985_20260711_weakrefset_meta.json,985,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/abc.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/986_20260711_abc_data.json,99_quarantine/unused_generated/mypy_cache/3.11/abc.data.json,99_quarantine/unused_generated/mypy_cache/3.11/986_20260711_abc_data.json,986,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/abc.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/987_20260711_abc_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/abc.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/987_20260711_abc_meta.json,987,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/array.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/988_20260711_array_data.json,99_quarantine/unused_generated/mypy_cache/3.11/array.data.json,99_quarantine/unused_generated/mypy_cache/3.11/988_20260711_array_data.json,988,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/array.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/989_20260711_array_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/array.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/989_20260711_array_meta.json,989,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/ast.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/990_20260711_ast_data.json,99_quarantine/unused_generated/mypy_cache/3.11/ast.data.json,99_quarantine/unused_generated/mypy_cache/3.11/990_20260711_ast_data.json,990,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/ast.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/991_20260711_ast_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/ast.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/991_20260711_ast_meta.json,991,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/__init__.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/992_20260711_init_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/__init__.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/992_20260711_init_data.json,992,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/__init__.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/993_20260711_init_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/__init__.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/993_20260711_init_meta.json,993,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/base_events.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/994_20260711_base_events_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/base_events.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/994_20260711_base_events_data.json,994,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/base_events.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/995_20260711_base_events_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/base_events.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/995_20260711_base_events_meta.json,995,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/coroutines.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/996_20260711_coroutines_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/coroutines.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/996_20260711_coroutines_data.json,996,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/coroutines.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/997_20260711_coroutines_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/coroutines.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/997_20260711_coroutines_meta.json,997,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/events.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/998_20260711_events_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/events.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/998_20260711_events_data.json,998,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/events.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/999_20260711_events_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/events.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/999_20260711_events_meta.json,999,20260711,,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/exceptions.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/950_20260711_v02_exceptions_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/exceptions.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/950_20260711_v02_exceptions_data.json,950,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/exceptions.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/951_20260711_v02_exceptions_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/exceptions.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/951_20260711_v02_exceptions_meta.json,951,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/futures.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/952_20260711_v02_futures_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/futures.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/952_20260711_v02_futures_data.json,952,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/futures.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/953_20260711_v02_futures_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/futures.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/953_20260711_v02_futures_meta.json,953,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/locks.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/954_20260711_v02_locks_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/locks.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/954_20260711_v02_locks_data.json,954,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/locks.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/955_20260711_v02_locks_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/locks.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/955_20260711_v02_locks_meta.json,955,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/mixins.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/956_20260711_v02_mixins_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/mixins.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/956_20260711_v02_mixins_data.json,956,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/mixins.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/957_20260711_v02_mixins_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/mixins.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/957_20260711_v02_mixins_meta.json,957,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/protocols.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/958_20260711_v02_protocols_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/protocols.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/958_20260711_v02_protocols_data.json,958,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/protocols.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/959_20260711_v02_protocols_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/protocols.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/959_20260711_v02_protocols_meta.json,959,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/queues.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/960_20260711_v02_queues_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/queues.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/960_20260711_v02_queues_data.json,960,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/queues.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/961_20260711_v02_queues_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/queues.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/961_20260711_v02_queues_meta.json,961,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/runners.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/962_20260711_v02_runners_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/runners.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/962_20260711_v02_runners_data.json,962,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/runners.meta.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/963_20260711_v02_runners_meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/runners.meta.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/963_20260711_v02_runners_meta.json,963,20260711,v02,normalized retained research artifact name,renamed
/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/selector_events.data.json,/Users/tstakuma/Desktop/github/research/99_quarantine/unused_generated/mypy_cache/3.11/asyncio/964_20260711_v02_selector_events_data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/selector_events.data.json,99_quarantine/unused_generated/mypy_cache/3.11/asyncio/964_20260711_v02_selector_events_data.json,964,20260711,v02,normalized retained research artifact name,renamed
